Age,Budget,Interet,Duree,Climat,Destination
25,3144,Culture,24,Froid,Tokyo
54,1243,Aventure,15,Chaud,New York
22,4018,Culture,21,Froid,Rome
22,1891,Nature,8,Chaud,Rome
38,1933,Aventure,26,Chaud,Bali
30,4430,Aventure,14,Chaud,Bali
22,4447,Aventure,3,Chaud,Paris
45,2821,Ville,24,Tempéré,Londres
44,3572,Culture,17,Tempéré,Rome
41,1015,Culture,20,Froid,Rio de Janeiro
28,3804,Plage,15,Chaud,Le Caire
41,4961,Plage,22,Chaud,Le Caire
62,4608,Culture,16,Tempéré,Paris
54,2124,Plage,12,Froid,Le Caire
51,4617,Culture,29,Chaud,Sydney
24,3718,Plage,4,Tempéré,Londres
28,709,Nature,15,Tempéré,Le Caire
53,1976,Aventure,7,Chaud,Sydney
56,1960,Nature,6,Chaud,Sydney
29,4641,Ville,26,Chaud,Londres
23,545,Nature,18,Froid,New York
27,4876,Nature,10,Froid,New York
19,4477,Culture,3,Froid,Barcelone
37,3549,Nature,3,Chaud,Rome
35,2780,Nature,25,Froid,Tokyo
39,1222,Culture,24,Froid,Rio de Janeiro
27,2902,Ville,19,Froid,Paris
49,1968,Ville,6,Tempéré,Rio de Janeiro
56,4164,Ville,6,Chaud,Londres
56,3664,Plage,3,Tempéré,Bali
56,3201,Aventure,12,Tempéré,Rio de Janeiro
38,2255,Nature,22,Tempéré,Bali
54,4941,Culture,15,Tempéré,Bali
36,3874,Nature,24,Chaud,Barcelone
40,4127,Nature,10,Froid,Rio de Janeiro
34,3579,Culture,9,Froid,Rio de Janeiro
49,2045,Culture,22,Chaud,Barcelone
37,610,Ville,12,Froid,Le Caire
62,2050,Plage,27,Tempéré,Le Caire
61,3356,Nature,28,Chaud,Londres
20,4026,Plage,7,Froid,Sydney
19,4713,Culture,26,Froid,Paris
60,4778,Nature,2,Tempéré,Rome
54,546,Plage,5,Chaud,Paris
55,3474,Plage,28,Tempéré,Londres
31,1360,Nature,20,Chaud,Paris
40,3468,Ville,25,Tempéré,New York
22,2141,Ville,14,Froid,Rome
48,4656,Nature,26,Chaud,Bali
60,2239,Aventure,13,Chaud,Bali
28,1517,Ville,17,Froid,Rome
19,854,Aventure,15,Tempéré,Rio de Janeiro
33,1705,Nature,23,Tempéré,Tokyo
21,3600,Aventure,8,Tempéré,Londres
38,708,Aventure,4,Froid,Rome
20,4944,Culture,3,Froid,Bali
19,2109,Aventure,8,Tempéré,Londres
58,1120,Nature,25,Tempéré,Tokyo
69,3569,Culture,17,Tempéré,Le Caire
61,2874,Ville,6,Tempéré,Londres
34,3090,Culture,13,Tempéré,Tokyo
34,1847,Culture,14,Tempéré,Le Caire
40,792,Plage,12,Chaud,New York
24,3669,Culture,20,Chaud,Le Caire
60,2239,Nature,20,Froid,Londres
57,2723,Ville,14,Chaud,Paris
47,4805,Ville,18,Tempéré,Bali
54,3197,Plage,18,Froid,Paris
58,3501,Plage,10,Tempéré,Le Caire
63,2202,Plage,7,Froid,Rome
61,4902,Ville,5,Chaud,Londres
62,1537,Culture,6,Tempéré,Rio de Janeiro
41,4432,Culture,15,Chaud,Sydney
36,1445,Plage,12,Tempéré,Bali
38,2097,Culture,18,Chaud,Paris
25,2116,Ville,21,Tempéré,Barcelone
43,718,Plage,27,Chaud,Tokyo
58,2897,Culture,19,Froid,Paris
69,1989,Nature,12,Froid,New York
56,3625,Aventure,17,Tempéré,Sydney
52,4016,Plage,20,Tempéré,Barcelone
39,2187,Nature,20,Froid,New York
19,1463,Aventure,23,Froid,Rio de Janeiro
61,4919,Ville,7,Chaud,Le Caire
43,2406,Culture,28,Froid,Sydney
57,1253,Plage,9,Tempéré,Barcelone
67,4095,Culture,6,Chaud,Barcelone
55,2447,Aventure,14,Froid,Tokyo
63,3732,Aventure,9,Tempéré,Rome
18,4593,Nature,6,Froid,Paris
57,4696,Culture,22,Chaud,Bali
67,1108,Culture,17,Chaud,Rome
22,3832,Ville,11,Chaud,Tokyo
68,3255,Nature,14,Froid,Barcelone
40,3080,Ville,17,Froid,Rio de Janeiro
45,1623,Ville,8,Chaud,Rio de Janeiro
22,1820,Nature,23,Chaud,Rio de Janeiro
62,4797,Aventure,9,Chaud,Tokyo
63,1852,Ville,25,Froid,Rome
44,4277,Aventure,25,Tempéré,Bali
66,2260,Nature,21,Tempéré,Rome
28,592,Culture,12,Froid,New York
63,3259,Ville,19,Tempéré,Le Caire
60,3934,Nature,17,Chaud,Paris
63,2909,Plage,21,Froid,Barcelone
52,1442,Plage,23,Chaud,New York
47,3228,Nature,10,Tempéré,New York
69,2091,Ville,5,Chaud,New York
25,3550,Aventure,28,Chaud,Tokyo
53,3869,Nature,23,Froid,Bali
56,1812,Nature,6,Froid,Sydney
35,4192,Plage,16,Froid,Sydney
59,2727,Plage,21,Chaud,Le Caire
65,4582,Nature,15,Froid,New York
40,3374,Ville,7,Froid,New York
44,4806,Culture,13,Tempéré,Sydney
30,605,Plage,9,Froid,Barcelone
30,2048,Plage,14,Tempéré,New York
39,4051,Nature,20,Chaud,Tokyo
69,4087,Ville,18,Froid,Rome
60,1214,Aventure,11,Tempéré,Rome
64,1749,Plage,21,Chaud,New York
51,4742,Ville,13,Tempéré,Le Caire
20,4397,Nature,15,Tempéré,Barcelone
57,3000,Aventure,20,Tempéré,Sydney
34,1783,Ville,3,Chaud,Bali
25,3403,Nature,5,Tempéré,Tokyo
68,2134,Culture,2,Froid,Londres
66,3742,Culture,18,Tempéré,Rio de Janeiro
28,507,Ville,20,Tempéré,Rome
52,1099,Culture,22,Tempéré,Le Caire
69,2838,Aventure,13,Tempéré,Rio de Janeiro
46,2483,Aventure,7,Chaud,Barcelone
22,4736,Ville,23,Froid,Rome
47,1660,Plage,29,Froid,Sydney
68,3574,Ville,12,Chaud,Paris
60,4823,Nature,14,Chaud,Le Caire
58,3235,Nature,23,Chaud,Bali
62,2502,Ville,26,Chaud,Barcelone
19,3558,Plage,19,Froid,Rome
56,3594,Ville,14,Tempéré,Bali
22,1950,Nature,6,Tempéré,New York
65,1453,Plage,15,Froid,Rio de Janeiro
52,1760,Plage,19,Tempéré,Barcelone
45,4205,Nature,29,Froid,Rio de Janeiro
54,4552,Aventure,25,Chaud,Tokyo
49,2309,Plage,11,Tempéré,Bali
64,1990,Aventure,10,Chaud,Paris
65,4980,Nature,10,Froid,Sydney
38,3777,Aventure,2,Tempéré,New York
63,1955,Nature,11,Chaud,Rio de Janeiro
25,1598,Ville,5,Tempéré,Le Caire
20,4745,Nature,21,Chaud,Bali
65,3164,Ville,24,Froid,Le Caire
68,4928,Culture,19,Chaud,Paris
47,2984,Culture,29,Chaud,Tokyo
27,3920,Plage,17,Tempéré,Sydney
27,4818,Culture,11,Chaud,Londres
45,2146,Aventure,25,Chaud,Paris
55,2476,Ville,29,Chaud,Le Caire
33,1210,Ville,11,Froid,Rome
30,4306,Aventure,29,Tempéré,Rome
66,3666,Plage,19,Tempéré,Sydney
28,3577,Ville,25,Tempéré,Tokyo
28,3517,Plage,6,Tempéré,Barcelone
58,618,Culture,28,Froid,Rio de Janeiro
62,2370,Nature,24,Tempéré,Londres
66,2074,Plage,11,Chaud,Barcelone
58,3538,Nature,19,Chaud,Paris
35,1166,Aventure,23,Tempéré,Barcelone
45,4693,Ville,2,Froid,Sydney
46,4443,Plage,8,Chaud,Tokyo
35,1232,Ville,14,Chaud,Barcelone
41,923,Aventure,17,Froid,Sydney
52,4020,Nature,6,Chaud,Le Caire
31,1164,Ville,25,Froid,Rome
22,3321,Ville,15,Tempéré,Rio de Janeiro
40,1892,Culture,27,Froid,Rio de Janeiro
29,3289,Culture,2,Chaud,Rome
44,545,Nature,23,Tempéré,Rio de Janeiro
27,4658,Nature,28,Chaud,Bali
31,2035,Nature,27,Tempéré,Le Caire
67,1754,Culture,15,Chaud,Londres
41,3825,Ville,3,Tempéré,Le Caire
52,2755,Nature,18,Tempéré,Tokyo
19,1967,Culture,21,Tempéré,Rome
64,881,Aventure,3,Chaud,Rio de Janeiro
23,4650,Plage,19,Chaud,Barcelone
22,1145,Plage,24,Chaud,Rome
59,526,Aventure,12,Chaud,Paris
52,3947,Nature,18,Froid,New York
59,1752,Nature,22,Chaud,Rio de Janeiro
29,1169,Plage,24,Chaud,Sydney
45,2280,Culture,26,Chaud,Rio de Janeiro
48,4523,Nature,18,Froid,Rio de Janeiro
20,1979,Aventure,28,Tempéré,Sydney
66,3139,Aventure,25,Froid,New York
30,4884,Nature,20,Chaud,Rio de Janeiro
21,2853,Ville,22,Tempéré,Sydney
48,4642,Ville,18,Tempéré,Le Caire
50,1520,Aventure,20,Chaud,Barcelone
58,1578,Nature,20,Tempéré,Le Caire
29,579,Ville,14,Tempéré,New York
32,1642,Plage,29,Chaud,Rio de Janeiro
38,4170,Plage,2,Chaud,Paris
55,1687,Ville,9,Tempéré,Rome
24,3255,Culture,10,Chaud,Rome
61,3229,Aventure,17,Froid,Paris
69,1828,Ville,28,Chaud,Barcelone
38,1767,Aventure,14,Froid,Tokyo
34,2945,Aventure,24,Chaud,Paris
24,3851,Ville,20,Froid,Paris
48,3219,Nature,24,Tempéré,Bali
32,1965,Plage,15,Chaud,New York
46,1044,Nature,25,Tempéré,Barcelone
23,2608,Aventure,21,Froid,Paris
20,2758,Nature,2,Tempéré,Tokyo
64,1702,Nature,10,Froid,Rio de Janeiro
27,2616,Plage,4,Chaud,Rome
19,4374,Ville,11,Chaud,Tokyo
20,2468,Nature,26,Tempéré,Tokyo
21,3867,Aventure,7,Tempéré,New York
39,3279,Aventure,28,Tempéré,Sydney
66,3186,Plage,26,Froid,Paris
59,1142,Ville,26,Tempéré,Barcelone
58,3068,Plage,7,Chaud,New York
60,2221,Aventure,13,Tempéré,Paris
46,4048,Plage,19,Tempéré,Sydney
22,3442,Aventure,29,Tempéré,Le Caire
36,2239,Plage,24,Tempéré,Le Caire
35,2347,Nature,23,Froid,Le Caire
23,3902,Plage,2,Tempéré,New York
53,1911,Culture,29,Chaud,Rome
56,772,Ville,9,Froid,Tokyo
47,1563,Ville,10,Froid,Tokyo
36,608,Aventure,15,Tempéré,Londres
30,3602,Nature,14,Tempéré,New York
31,1002,Aventure,19,Tempéré,Tokyo
39,2392,Culture,21,Chaud,Tokyo
19,825,Nature,19,Chaud,Rome
24,1185,Culture,28,Froid,Tokyo
40,2677,Nature,7,Froid,Sydney
52,4492,Culture,12,Chaud,Paris
43,4737,Ville,14,Chaud,Paris
32,3193,Culture,27,Tempéré,Sydney
40,4080,Nature,24,Chaud,Tokyo
28,3369,Nature,21,Froid,Bali
49,4361,Ville,6,Froid,Rio de Janeiro
36,1034,Nature,27,Chaud,Barcelone
59,1934,Culture,14,Chaud,Barcelone
46,1102,Nature,7,Tempéré,Le Caire
62,4354,Ville,5,Froid,Rio de Janeiro
56,3882,Plage,11,Froid,Bali
39,3379,Aventure,17,Froid,Paris
47,4424,Ville,17,Tempéré,New York
68,3741,Aventure,21,Chaud,Rome
48,1550,Culture,11,Froid,Le Caire
20,4588,Nature,16,Tempéré,Londres
38,885,Culture,14,Chaud,Tokyo
31,1562,Aventure,10,Froid,Rome
42,2844,Ville,5,Chaud,Londres
37,3865,Plage,11,Chaud,Londres
63,1896,Nature,11,Chaud,Barcelone
23,847,Nature,12,Chaud,Sydney
50,2352,Nature,23,Tempéré,Sydney
63,1961,Culture,16,Froid,Barcelone
62,3069,Plage,12,Froid,Rio de Janeiro
63,2744,Aventure,14,Tempéré,Londres
69,933,Ville,16,Chaud,Rio de Janeiro
58,3741,Culture,19,Froid,Paris
35,3161,Culture,4,Tempéré,Sydney
30,1813,Nature,18,Froid,Sydney
24,507,Ville,20,Tempéré,Paris
45,4537,Aventure,16,Froid,Rome
34,2612,Culture,18,Chaud,Le Caire
23,3198,Culture,11,Froid,Barcelone
67,4853,Aventure,8,Tempéré,Sydney
41,3001,Aventure,21,Chaud,Barcelone
62,2729,Plage,23,Tempéré,Barcelone
35,2694,Culture,15,Froid,Rome
36,3624,Aventure,22,Chaud,Rome
22,3725,Ville,15,Froid,Rome
67,1792,Plage,12,Tempéré,Sydney
36,599,Culture,25,Tempéré,Le Caire
63,4996,Nature,26,Froid,Tokyo
59,2183,Culture,10,Tempéré,New York
66,2821,Ville,27,Chaud,Sydney
37,2694,Aventure,21,Froid,Rome
43,2906,Plage,20,Tempéré,Barcelone
60,1816,Aventure,6,Froid,New York
35,1662,Ville,6,Tempéré,Le Caire
24,853,Aventure,19,Froid,Bali
55,4355,Nature,2,Froid,Tokyo
40,3530,Ville,7,Chaud,Londres
54,3310,Nature,29,Froid,Sydney
68,4188,Nature,8,Tempéré,Barcelone
44,1272,Culture,10,Chaud,New York
19,4938,Nature,4,Chaud,Rome
42,4325,Ville,17,Chaud,Barcelone
62,2508,Aventure,23,Froid,Londres
50,4038,Plage,11,Tempéré,Barcelone
49,2093,Plage,19,Chaud,Bali
21,1977,Plage,26,Chaud,Sydney
28,2940,Plage,2,Chaud,Sydney
54,2954,Aventure,8,Tempéré,Tokyo
19,1139,Plage,19,Tempéré,Paris
23,4976,Culture,7,Tempéré,Rome
27,927,Culture,26,Froid,Le Caire
44,2895,Culture,17,Chaud,Le Caire
49,860,Nature,24,Chaud,Rome
35,2797,Nature,21,Tempéré,Rio de Janeiro
54,896,Nature,4,Chaud,Paris
25,1483,Aventure,4,Chaud,Londres
19,1884,Ville,22,Chaud,Barcelone
34,1120,Aventure,9,Chaud,Le Caire
30,4681,Nature,3,Froid,Londres
45,2622,Plage,17,Froid,Tokyo
20,4218,Aventure,15,Chaud,Londres
53,691,Plage,14,Chaud,Sydney
51,1748,Plage,22,Chaud,Barcelone
44,1702,Nature,13,Tempéré,Rio de Janeiro
63,4512,Aventure,24,Tempéré,Tokyo
31,1604,Culture,2,Froid,Tokyo
32,4670,Aventure,15,Tempéré,Tokyo
54,1281,Aventure,13,Froid,Paris
54,2007,Aventure,9,Froid,Le Caire
27,961,Plage,5,Tempéré,Sydney
37,1486,Aventure,9,Chaud,Rome
54,3914,Ville,9,Chaud,New York
23,1632,Aventure,16,Tempéré,New York
68,3798,Ville,28,Froid,Tokyo
30,4282,Nature,15,Froid,Sydney
32,1006,Plage,5,Tempéré,Rio de Janeiro
25,3211,Aventure,18,Froid,Sydney
31,3003,Plage,26,Froid,Tokyo
64,4133,Ville,25,Chaud,Londres
54,4439,Ville,28,Froid,Londres
19,3634,Nature,18,Chaud,Barcelone
22,4750,Ville,7,Froid,Barcelone
66,1879,Plage,27,Froid,Paris
22,1239,Aventure,9,Chaud,Paris
23,3186,Nature,6,Froid,Tokyo
36,3256,Culture,25,Tempéré,Le Caire
21,2415,Culture,18,Chaud,Bali
38,2587,Plage,16,Chaud,Londres
34,1176,Culture,3,Tempéré,Le Caire
38,3171,Nature,19,Tempéré,Le Caire
58,2002,Nature,16,Chaud,Rio de Janeiro
26,4996,Aventure,6,Tempéré,Rio de Janeiro
34,4511,Aventure,21,Tempéré,Tokyo
46,4586,Culture,3,Tempéré,Barcelone
53,1978,Nature,10,Tempéré,New York
43,3469,Plage,21,Chaud,New York
42,1564,Aventure,4,Froid,Londres
49,2869,Aventure,10,Tempéré,Rome
36,3050,Nature,23,Chaud,New York
62,1163,Aventure,17,Froid,Barcelone
59,1241,Ville,25,Froid,Sydney
69,3235,Nature,15,Tempéré,New York
38,4244,Plage,7,Chaud,Sydney
56,913,Nature,5,Froid,Paris
38,2267,Ville,12,Tempéré,Londres
21,4756,Nature,22,Chaud,Rome
57,1691,Culture,27,Froid,Le Caire
63,1515,Aventure,17,Froid,Paris
60,4146,Aventure,2,Froid,Le Caire
56,1613,Ville,2,Tempéré,Sydney
61,792,Nature,8,Froid,Rio de Janeiro
37,4968,Ville,11,Froid,Londres
32,4405,Aventure,15,Froid,Rome
39,3864,Plage,16,Tempéré,New York
60,4076,Aventure,7,Froid,Rio de Janeiro
28,1404,Nature,21,Froid,Paris
28,4549,Nature,9,Chaud,Sydney
20,4300,Plage,17,Chaud,Rio de Janeiro
63,554,Aventure,7,Tempéré,Barcelone
30,3978,Ville,5,Chaud,Le Caire
27,1529,Nature,18,Froid,Londres
41,4440,Culture,17,Chaud,New York
20,3087,Aventure,22,Chaud,Rome
36,4298,Nature,29,Chaud,Sydney
60,3012,Ville,22,Chaud,Barcelone
28,2977,Aventure,23,Chaud,Sydney
20,4539,Culture,14,Froid,Rome
56,902,Culture,14,Froid,Bali
66,846,Nature,8,Froid,Le Caire
40,4304,Ville,15,Froid,Londres
20,2052,Culture,11,Tempéré,Barcelone
40,4746,Culture,18,Froid,Paris
46,1816,Ville,10,Tempéré,Rome
55,2554,Plage,24,Chaud,Barcelone
38,2659,Ville,22,Froid,Tokyo
25,1446,Nature,3,Froid,Tokyo
66,618,Aventure,13,Chaud,Le Caire
42,4189,Nature,25,Tempéré,Londres
63,1398,Plage,29,Froid,Tokyo
36,1857,Nature,19,Froid,Barcelone
66,3953,Aventure,14,Tempéré,Le Caire
18,1742,Aventure,27,Tempéré,Rome
39,1165,Aventure,7,Froid,Londres
39,2879,Aventure,15,Froid,New York
60,764,Ville,4,Froid,Rome
58,4111,Ville,2,Tempéré,Tokyo
67,4386,Plage,26,Tempéré,Rio de Janeiro
47,3294,Plage,8,Froid,Barcelone
49,1337,Ville,19,Froid,Sydney
38,4085,Nature,5,Froid,Tokyo
43,569,Aventure,8,Tempéré,Sydney
27,4453,Ville,13,Tempéré,New York
27,3336,Nature,26,Chaud,Rio de Janeiro
41,3998,Plage,27,Chaud,Rio de Janeiro
61,1110,Aventure,12,Froid,Barcelone
60,3800,Ville,19,Chaud,Tokyo
56,1517,Plage,6,Chaud,Sydney
47,2300,Aventure,12,Froid,New York
60,3192,Aventure,22,Chaud,Londres
32,1636,Nature,11,Froid,Londres
48,1323,Plage,5,Chaud,Le Caire
63,4725,Aventure,24,Chaud,Rome
67,2607,Nature,29,Froid,Paris
58,4953,Plage,6,Froid,Bali
23,4281,Plage,12,Chaud,Rio de Janeiro
19,3281,Culture,8,Chaud,Rome
41,3680,Nature,6,Froid,Bali
33,4939,Ville,18,Chaud,Bali
68,2995,Culture,17,Froid,Paris
20,2759,Ville,10,Froid,Le Caire
30,3432,Ville,9,Froid,Rio de Janeiro
37,2038,Culture,25,Tempéré,Londres
54,4631,Aventure,9,Froid,Paris
38,2768,Culture,24,Chaud,Rio de Janeiro
36,4497,Aventure,4,Tempéré,Rome
59,3546,Culture,17,Froid,New York
20,1491,Nature,22,Tempéré,Rome
50,3194,Nature,22,Tempéré,Le Caire
64,4770,Aventure,11,Froid,Rio de Janeiro
48,3383,Aventure,20,Tempéré,Rio de Janeiro
19,3583,Plage,20,Chaud,Rio de Janeiro
38,1977,Culture,3,Tempéré,Rome
60,4260,Culture,22,Chaud,Le Caire
29,1494,Culture,7,Froid,New York
65,4123,Culture,19,Tempéré,Sydney
67,3895,Culture,21,Chaud,Rome
31,786,Ville,18,Froid,Londres
47,555,Ville,22,Froid,Paris
59,1267,Plage,14,Tempéré,Barcelone
48,4114,Culture,7,Chaud,Tokyo
32,890,Plage,22,Chaud,Bali
57,4562,Ville,23,Froid,Londres
48,4676,Plage,28,Chaud,Paris
46,1703,Ville,29,Tempéré,Rio de Janeiro
60,3421,Plage,10,Chaud,New York
39,657,Aventure,28,Tempéré,Rio de Janeiro
68,4015,Plage,21,Tempéré,Rome
60,4355,Plage,28,Chaud,Londres
62,789,Nature,27,Froid,Barcelone
56,2535,Ville,22,Tempéré,Le Caire
54,1501,Plage,19,Chaud,Paris
65,4764,Plage,2,Tempéré,Barcelone
28,4877,Culture,3,Tempéré,New York
23,1779,Aventure,8,Tempéré,Rome
34,2129,Plage,28,Tempéré,Londres
52,4174,Aventure,25,Chaud,Bali
53,2906,Culture,5,Tempéré,Rome
42,2265,Nature,12,Tempéré,Paris
60,4929,Plage,11,Froid,Londres
33,3612,Nature,15,Froid,Le Caire
57,3703,Culture,28,Froid,Rio de Janeiro
33,2552,Ville,8,Chaud,Paris
44,4628,Nature,27,Chaud,Le Caire
20,4893,Nature,20,Froid,New York
48,671,Culture,10,Chaud,Barcelone
24,1071,Culture,7,Tempéré,Bali
68,3297,Aventure,20,Froid,Rome
61,2297,Culture,18,Tempéré,Le Caire
42,4654,Culture,23,Tempéré,Le Caire
24,911,Nature,10,Froid,Rome
24,3923,Plage,28,Chaud,Rome
39,4200,Culture,18,Chaud,Tokyo
67,3102,Nature,27,Chaud,Londres
20,2981,Plage,21,Tempéré,Barcelone
30,2337,Ville,22,Froid,Bali
66,1609,Culture,8,Tempéré,Rome
42,3173,Plage,6,Chaud,Sydney
69,4409,Nature,22,Froid,Rio de Janeiro
61,3209,Ville,3,Froid,Barcelone
62,4464,Ville,17,Froid,Paris
68,2534,Aventure,29,Froid,Le Caire
33,4750,Plage,6,Chaud,Barcelone
29,4160,Ville,24,Tempéré,Rome
30,2905,Culture,10,Chaud,Le Caire
65,3553,Aventure,4,Chaud,Le Caire
28,1249,Aventure,4,Tempéré,Tokyo
43,2176,Culture,10,Froid,New York
52,3054,Culture,5,Froid,Sydney
35,825,Ville,7,Froid,Tokyo
20,1165,Aventure,22,Tempéré,Tokyo
65,1509,Plage,11,Tempéré,Sydney
32,4369,Nature,25,Froid,Barcelone
19,4695,Culture,16,Froid,New York
21,1921,Culture,18,Chaud,Paris
54,1411,Aventure,6,Chaud,Rome
58,789,Aventure,21,Froid,Rome
50,4870,Culture,28,Tempéré,Tokyo
64,4583,Nature,3,Chaud,Sydney
68,4776,Nature,21,Froid,Rome
35,2480,Nature,27,Tempéré,Le Caire
52,3156,Nature,24,Chaud,Paris
22,4017,Ville,10,Chaud,Le Caire
44,2041,Culture,9,Tempéré,Barcelone
53,1084,Plage,13,Tempéré,Rio de Janeiro
38,1542,Nature,29,Chaud,Paris
60,4046,Aventure,22,Froid,New York
69,939,Nature,20,Froid,Le Caire
54,1727,Nature,4,Chaud,Paris
35,4524,Nature,13,Froid,Sydney
64,692,Culture,5,Froid,Londres
63,2791,Culture,5,Chaud,Barcelone
21,4901,Ville,23,Tempéré,Tokyo
57,1961,Ville,24,Tempéré,Londres
49,4032,Aventure,17,Tempéré,New York
35,2023,Nature,26,Chaud,Rome
62,4751,Ville,21,Froid,Barcelone
51,2639,Aventure,24,Chaud,Paris
38,4779,Culture,8,Tempéré,Le Caire
36,1944,Culture,4,Chaud,Rio de Janeiro
65,2422,Nature,6,Froid,Londres
42,2779,Plage,16,Froid,Barcelone
52,878,Plage,8,Froid,Sydney
41,2109,Ville,26,Tempéré,Londres
52,811,Plage,14,Chaud,Rome
63,1020,Ville,23,Chaud,Paris
45,2130,Nature,19,Froid,Barcelone
25,4900,Aventure,26,Tempéré,Bali
61,2218,Aventure,15,Tempéré,Rome
31,1029,Ville,17,Froid,Londres
54,3147,Ville,15,Tempéré,Bali
50,4693,Nature,10,Froid,Rio de Janeiro
65,1146,Culture,6,Tempéré,Londres
46,1411,Aventure,21,Chaud,Sydney
36,634,Culture,11,Froid,Barcelone
62,1841,Nature,23,Froid,Bali
33,1292,Aventure,27,Tempéré,Le Caire
25,1565,Nature,23,Froid,New York
61,592,Plage,6,Chaud,Barcelone
39,1852,Aventure,13,Chaud,Sydney
32,3504,Culture,2,Froid,Sydney
25,1638,Nature,5,Chaud,Rome
33,1413,Plage,5,Froid,Barcelone
44,2298,Plage,24,Froid,Rome
22,2614,Plage,2,Tempéré,Londres
39,1237,Nature,21,Chaud,New York
60,3290,Nature,22,Froid,Tokyo
57,2645,Nature,23,Tempéré,Paris
62,4443,Ville,18,Chaud,Londres
66,3984,Nature,4,Chaud,Rome
45,3083,Ville,3,Froid,Londres
41,2093,Nature,3,Tempéré,Londres
65,2270,Nature,18,Tempéré,Rio de Janeiro
27,3712,Ville,4,Tempéré,Le Caire
55,3488,Culture,28,Froid,Bali
30,2453,Nature,25,Tempéré,Paris
69,4728,Aventure,11,Chaud,Le Caire
27,4728,Ville,25,Chaud,Tokyo
55,1759,Aventure,9,Tempéré,Sydney
31,2789,Aventure,24,Froid,Sydney
60,3429,Plage,7,Chaud,Rome
52,1727,Plage,9,Tempéré,Bali
37,2183,Plage,9,Froid,Barcelone
48,1472,Plage,8,Chaud,New York
42,1374,Culture,7,Tempéré,Londres
27,1985,Plage,3,Froid,Tokyo
36,3460,Nature,19,Chaud,Londres
18,4273,Ville,20,Tempéré,Le Caire
60,3438,Ville,11,Tempéré,Londres
61,3285,Plage,7,Chaud,Tokyo
69,2269,Plage,3,Chaud,New York
32,3734,Ville,24,Chaud,Paris
35,1341,Culture,6,Chaud,New York
64,4732,Aventure,19,Froid,Barcelone
59,2769,Ville,16,Chaud,Tokyo
49,3955,Aventure,26,Chaud,Rome
45,2650,Nature,6,Tempéré,Bali
23,2559,Culture,20,Froid,Le Caire
39,4973,Aventure,18,Chaud,Bali
40,1116,Ville,27,Chaud,Le Caire
52,746,Aventure,12,Chaud,New York
18,4148,Ville,16,Chaud,Paris
61,3553,Culture,17,Chaud,Barcelone
28,4205,Culture,14,Chaud,Paris
68,3943,Culture,12,Chaud,Londres
25,2674,Aventure,21,Tempéré,Londres
25,3147,Aventure,13,Tempéré,Rome
55,1750,Culture,22,Froid,Paris
53,3190,Aventure,23,Tempéré,New York
28,2408,Aventure,13,Tempéré,Sydney
20,4593,Culture,10,Chaud,Paris
22,620,Nature,18,Froid,Londres
40,4897,Plage,5,Chaud,Barcelone
48,4286,Plage,7,Tempéré,Barcelone
57,712,Culture,10,Chaud,Londres
43,1978,Ville,6,Tempéré,Rio de Janeiro
22,3593,Nature,3,Tempéré,New York
43,1493,Nature,25,Froid,Bali
18,2430,Aventure,11,Froid,Londres
20,919,Aventure,5,Chaud,Barcelone
34,1094,Nature,19,Chaud,Londres
45,1460,Aventure,18,Tempéré,Rio de Janeiro
68,3144,Aventure,22,Chaud,Paris
52,1943,Ville,11,Tempéré,Rio de Janeiro
43,4501,Aventure,28,Froid,Rome
55,4246,Plage,26,Chaud,Londres
20,4117,Plage,17,Tempéré,Bali
34,2331,Ville,27,Tempéré,Londres
23,4606,Nature,9,Chaud,Londres
56,1892,Culture,8,Tempéré,Tokyo
26,2926,Nature,25,Chaud,Londres
41,4601,Ville,9,Chaud,Bali
38,3119,Aventure,6,Chaud,Le Caire
29,1554,Plage,25,Chaud,Tokyo
41,4360,Nature,26,Tempéré,New York
61,4205,Culture,27,Chaud,Tokyo
34,1452,Culture,7,Chaud,Tokyo
19,4674,Ville,23,Chaud,Tokyo
23,4123,Plage,3,Tempéré,Rio de Janeiro
22,4881,Plage,24,Chaud,Sydney
63,3663,Aventure,13,Chaud,Paris
31,2353,Aventure,5,Tempéré,Bali
18,988,Aventure,4,Froid,Tokyo
23,2848,Aventure,5,Tempéré,Barcelone
69,4582,Plage,17,Tempéré,Sydney
53,3405,Plage,20,Tempéré,Paris
53,1930,Culture,24,Froid,Londres
69,1832,Plage,5,Chaud,Londres
53,3210,Plage,21,Tempéré,Bali
50,4052,Aventure,8,Froid,Londres
63,4783,Ville,21,Froid,Bali
39,3001,Plage,24,Chaud,Tokyo
49,1203,Plage,24,Tempéré,Le Caire
20,2019,Culture,6,Froid,Le Caire
54,4905,Ville,28,Chaud,Paris
56,1016,Plage,24,Chaud,Sydney
47,885,Ville,5,Froid,Barcelone
26,3337,Plage,27,Chaud,Paris
45,1264,Nature,3,Tempéré,Barcelone
58,4366,Culture,23,Tempéré,Tokyo
21,1198,Nature,11,Froid,Rio de Janeiro
42,2366,Culture,27,Froid,Bali
42,3993,Ville,23,Chaud,Bali
27,3688,Plage,28,Tempéré,Sydney
53,1754,Plage,16,Tempéré,Londres
55,2245,Nature,13,Tempéré,Paris
53,1474,Nature,11,Chaud,Londres
26,2389,Nature,3,Froid,Le Caire
30,3568,Plage,21,Froid,New York
